EmployeeNumber,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany
959,34,No,Research & Development,9,Bachelor,Life Sciences,Very High,Very High,Divorced,8500,0,Good,9
960,40,No,Research & Development,2,Bachelor,Life Sciences,High,Very High,Single,4661,1,Better,9
961,41,No,Sales,1,Bachelor,Marketing,High,Low,Divorced,4103,0,Better,9
962,35,No,Research & Development,4,Master,Life Sciences,High,High,Single,4249,1,Better,9
963,51,No,Human Resources,5,Bachelor,Life Sciences,High,Medium,Divorced,14026,1,Better,33
964,38,No,Sales,2,College,Life Sciences,Medium,Low,Divorced,6893,3,Better,7
965,34,No,Sales,15,College,Medical,High,Low,Single,6125,1,Best,10
966,25,No,Research & Development,19,Below College,Medical,Very High,Very High,Married,3669,3,Good,3
967,58,Yes,Research & Development,7,Master,Medical,High,Low,Married,10008,7,Good,10
968,40,No,Research & Development,1,Master,Life Sciences,Medium,Medium,Married,2387,3,Better,4
969,36,No,Sales,7,Bachelor,Marketing,Low,Low,Married,4639,2,Good,15
970,48,No,Research & Development,4,Bachelor,Life Sciences,Very High,Very High,Single,7898,1,Better,10
971,27,No,Sales,11,Bachelor,Medical,High,Very High,Married,2534,8,Better,1
972,51,No,Research & Development,11,College,Technical Degree,Very High,Medium,Single,13142,3,Good,5
973,18,No,Research & Development,1,Bachelor,Life Sciences,Very High,Very High,Single,1611,1,Best,0
974,35,No,Research & Development,1,Bachelor,Medical,Very High,Very High,Married,5363,0,Better,9
975,27,No,Sales,2,Below College,Life Sciences,Very High,Very High,Single,5071,3,Better,6
976,55,Yes,Sales,13,Master,Marketing,Low,High,Single,13695,6,Good,19
977,56,No,Research & Development,23,Bachelor,Life Sciences,Very High,Medium,Married,13402,4,Better,19
978,34,No,Research & Development,26,Below College,Technical Degree,Low,High,Divorced,2029,1,Better,5
979,40,No,Research & Development,2,Below College,Medical,Medium,High,Divorced,6377,5,Better,12
980,34,No,Research & Development,29,Bachelor,Medical,Medium,High,Married,5429,4,Better,8
981,31,Yes,Sales,2,Bachelor,Life Sciences,High,Very High,Single,2785,7,Best,1
982,35,Yes,Sales,18,Master,Marketing,Very High,High,Married,4614,0,Good,4
983,38,No,Research & Development,7,Bachelor,Life Sciences,Very High,High,Divorced,2610,1,Better,4
984,34,No,Research & Development,2,Master,Technical Degree,High,Very High,Single,6687,1,Best,14
985,28,No,Sales,26,Bachelor,Life Sciences,High,Low,Married,4724,1,Better,5
986,31,Yes,Research & Development,22,Master,Medical,Very High,High,Married,6179,1,Good,10
987,39,No,Sales,21,Master,Life Sciences,Low,Very High,Married,6120,3,Best,5
988,51,No,Sales,2,Bachelor,Marketing,Medium,Medium,Married,10596,2,Better,4
989,41,No,Research & Development,22,Bachelor,Life Sciences,Very High,Very High,Divorced,5467,3,Good,6
990,37,No,Research & Development,4,Below College,Life Sciences,High,High,Married,2996,7,Better,6
991,33,No,Sales,5,Below College,Life Sciences,Medium,Very High,Married,9998,6,Best,5
992,32,No,Sales,2,Below College,Marketing,High,Medium,Married,4078,0,Good,3
993,39,No,Research & Development,25,College,Life Sciences,High,High,Married,10920,3,Better,6
994,25,No,Sales,18,Below College,Life Sciences,Low,High,Married,6232,2,Good,3
995,52,No,Research & Development,28,College,Medical,Very High,High,Married,13247,2,Good,5
996,43,No,Research & Development,6,Bachelor,Medical,Low,High,Single,4081,1,Bad,20
997,27,No,Sales,10,Bachelor,Marketing,Very High,Very High,Married,5769,1,Better,6
998,27,Yes,Research & Development,17,Master,Life Sciences,Very High,High,Single,2394,1,Better,8
999,26,No,Research & Development,2,Below College,Medical,Low,Very High,Single,3904,0,Better,4
1000,42,No,Human Resources,10,Bachelor,Human Resources,High,Low,Married,16799,0,Better,20
1001,52,No,Research & Development,8,Master,Other,High,Low,Married,2950,9,Bad,5
1002,37,No,Research & Development,11,Bachelor,Medical,Low,High,Single,3629,4,Better,3
1003,35,No,Research & Development,18,College,Life Sciences,High,Very High,Single,9362,2,Better,2
1004,25,No,Research & Development,1,Bachelor,Technical Degree,Low,Very High,Married,3229,4,Good,3
1005,26,No,Research & Development,7,Bachelor,Other,High,Low,Single,3578,0,Better,7
1006,29,No,Human Resources,17,Bachelor,Other,Medium,Low,Single,7988,1,Good,10
1007,49,Yes,Research & Development,28,College,Life Sciences,Low,Low,Single,4284,3,Better,4
1008,29,Yes,Research & Development,14,Below College,Other,High,Very High,Single,7553,0,Better,8
1009,54,No,Research & Development,1,Bachelor,Medical,Very High,Very High,Single,17328,6,Good,20
1010,58,No,Research & Development,1,Bachelor,Medical,Very High,Low,Married,19701,3,Better,9
1011,55,No,Research & Development,1,Master,Medical,Medium,Very High,Divorced,14732,2,Best,7
1012,36,No,Sales,3,Master,Marketing,Low,Medium,Single,9278,3,Better,5
1013,31,Yes,Sales,1,Master,Life Sciences,Medium,High,Single,1359,1,Better,1
1014,30,No,Sales,7,Master,Marketing,Very High,Low,Divorced,4779,7,Better,3
1015,31,No,Research & Development,8,Doctor,Life Sciences,Low,Medium,Single,16422,3,Best,3
1016,34,No,Research & Development,1,Master,Other,Very High,Low,Divorced,2996,5,Better,4
1017,31,Yes,Research & Development,8,Bachelor,Life Sciences,Low,Medium,Single,1261,1,Best,1
1018,27,No,Research & Development,11,Below College,Life Sciences,Medium,Low,Married,2099,0,Best,5
1019,36,No,Research & Development,4,Master,Life Sciences,Low,Very High,Single,5810,1,Good,10
1020,36,No,Sales,16,Master,Marketing,High,Low,Married,5647,4,Good,3
1021,47,No,Research & Development,1,Bachelor,Technical Degree,Low,Very High,Married,3420,7,Good,6
1022,25,Yes,Sales,9,College,Life Sciences,Low,Low,Married,4400,3,Better,3
1023,37,No,Research & Development,5,College,Technical Degree,High,High,Single,3500,0,Bad,6
1024,56,No,Research & Development,1,College,Life Sciences,Low,Low,Married,2066,2,Best,3
1025,47,No,Research & Development,2,Master,Medical,Low,High,Married,17169,3,Best,20
1026,24,No,Sales,4,Below College,Medical,Very High,High,Married,4162,1,Better,5
1027,32,No,Sales,7,Doctor,Marketing,Very High,Very High,Married,9204,4,Good,4
1028,34,No,Research & Development,1,Bachelor,Life Sciences,Very High,Medium,Married,3294,5,Good,5
1029,41,No,Research & Development,5,Doctor,Medical,Medium,High,Married,2127,2,Good,4
1030,40,No,Research & Development,9,Master,Other,High,High,Divorced,3975,3,Best,8
1031,31,No,Sales,8,College,Life Sciences,Low,Very High,Divorced,10793,1,Better,13
1032,46,Yes,Sales,9,Bachelor,Marketing,Low,Very High,Divorced,10096,4,Best,7
1033,39,Yes,Research & Development,2,Bachelor,Life Sciences,Low,Low,Single,3646,2,Best,1
1034,31,Yes,Research & Development,1,Doctor,Life Sciences,High,Medium,Single,7446,1,Better,10
1035,45,No,Research & Development,20,Bachelor,Medical,Medium,Low,Divorced,10851,2,Better,7
1036,31,No,Human Resources,8,College,Medical,Very High,Medium,Single,2109,9,Better,3
1037,31,Yes,Research & Development,2,Bachelor,Life Sciences,Medium,Very High,Married,3722,6,Bad,2
1038,45,No,Research & Development,29,Bachelor,Technical Degree,Medium,Very High,Married,9380,4,Best,3
1039,48,No,Sales,7,Bachelor,Marketing,High,Low,Divorced,5486,4,Better,2
1040,34,Yes,Human Resources,9,Master,Technical Degree,Low,High,Married,2742,1,Better,2
1041,40,No,Research & Development,8,Below College,Medical,Very High,Medium,Divorced,13757,2,Better,9
1042,28,No,Sales,5,Bachelor,Medical,Very High,Low,Single,8463,0,Better,5
1043,44,No,Research & Development,5,Bachelor,Life Sciences,High,High,Single,3162,3,Better,5
1044,53,No,Research & Development,2,Bachelor,Medical,Very High,Medium,Single,16598,4,Good,9
1045,49,No,Research & Development,5,Master,Technical Degree,Low,High,Married,6651,2,Good,3
1046,40,No,Research & Development,2,Bachelor,Medical,High,High,Divorced,2345,2,Best,3
1047,44,No,Research & Development,20,Bachelor,Life Sciences,Very High,Medium,Single,3420,1,Good,5
1048,33,No,Sales,7,Bachelor,Medical,Very High,Low,Married,4373,0,Better,4
1049,34,No,Sales,3,Bachelor,Other,Very High,Low,Single,4759,3,Better,13
1050,30,No,Sales,16,Below College,Life Sciences,Very High,High,Married,5301,8,Good,2
1051,42,No,Research & Development,9,College,Medical,Low,Very High,Single,3673,1,Better,12
1052,44,No,Sales,1,Doctor,Marketing,Low,High,Married,4768,7,Good,1
1053,30,No,Research & Development,7,Bachelor,Technical Degree,High,High,Divorced,1274,1,Good,1
1054,57,No,Research & Development,1,College,Life Sciences,Medium,High,Married,4900,0,Good,12
1055,49,No,Research & Development,7,Master,Life Sciences,High,Medium,Divorced,10466,3,Better,8
1056,34,No,Research & Development,15,Bachelor,Medical,Medium,Low,Divorced,17007,7,Good,14
1057,28,Yes,Sales,1,Bachelor,Technical Degree,Low,High,Married,2909,3,Best,3
1058,29,Yes,Sales,13,Bachelor,Technical Degree,Low,Medium,Single,5765,5,Bad,5
1059,34,Yes,Sales,24,Master,Medical,Low,Medium,Single,4599,0,Best,15
1060,35,No,Sales,7,Below College,Life Sciences,Very High,High,Married,2404,1,Better,1
1061,24,Yes,Research & Development,9,Bachelor,Medical,Medium,Low,Single,3172,2,Good,0
1062,24,No,Sales,13,College,Life Sciences,Very High,Medium,Married,2033,1,Better,1
1063,44,No,Research & Development,2,Below College,Medical,Medium,High,Single,10209,5,Good,2
1064,29,No,Sales,19,Bachelor,Life Sciences,High,High,Divorced,8620,1,Better,10
1065,30,No,Human Resources,1,Bachelor,Life Sciences,High,High,Divorced,2064,0,Best,5
1066,55,No,Research & Development,4,Master,Life Sciences,Very High,High,Married,4035,0,Better,3
1067,33,No,Research & Development,4,Master,Medical,Low,Medium,Married,3838,8,Better,5
1068,47,No,Sales,14,Bachelor,Medical,High,High,Married,4591,3,Good,5
1069,28,Yes,Research & Development,2,College,Medical,High,Low,Single,2561,7,Good,0
1070,28,No,Research & Development,1,Bachelor,Life Sciences,Low,High,Divorced,1563,1,Bad,1
1071,28,No,Sales,7,Bachelor,Life Sciences,High,Low,Single,4898,0,Better,4
1072,49,No,Research & Development,3,College,Medical,High,Low,Married,4789,4,Better,3
1073,29,No,Research & Development,2,Below College,Life Sciences,Very High,Medium,Married,3180,0,Better,3
1074,28,No,Research & Development,29,Below College,Life Sciences,High,Medium,Married,6549,1,Good,8
1075,33,No,Research & Development,8,Doctor,Life Sciences,Very High,High,Single,6388,2,Better,0
1076,32,No,Research & Development,10,Bachelor,Medical,High,Very High,Single,11244,2,Best,5
1077,54,No,Research & Development,11,Master,Medical,Medium,Very High,Divorced,16032,3,Better,14
1078,29,Yes,Research & Development,1,Master,Technical Degree,Low,Low,Single,2362,6,Bad,9
1079,44,No,Research & Development,28,Bachelor,Life Sciences,Very High,Low,Married,16328,3,Best,20
1080,39,No,Research & Development,6,Bachelor,Life Sciences,Medium,Medium,Single,8376,4,Better,2
1081,46,No,Sales,3,Bachelor,Life Sciences,High,Medium,Married,16606,8,Best,13
1082,35,No,Research & Development,16,Bachelor,Life Sciences,Very High,Medium,Single,8606,1,Bad,11
1083,23,No,Research & Development,20,Below College,Life Sciences,Low,High,Single,2272,0,Better,4
1084,40,Yes,Research & Development,9,Master,Life Sciences,Very High,Low,Single,2018,3,Bad,5
1085,34,No,Sales,1,Bachelor,Technical Degree,Very High,High,Married,7083,1,Better,10
1086,31,Yes,Research & Development,3,Bachelor,Life Sciences,Very High,High,Single,4084,1,Bad,7
1087,50,No,Research & Development,22,Doctor,Medical,High,Very High,Single,14411,1,Better,32
1088,34,No,Sales,7,College,Technical Degree,Medium,High,Married,2308,0,Better,11
1089,42,No,Research & Development,2,Bachelor,Medical,High,Medium,Married,4841,4,Better,1
1090,37,No,Research & Development,13,Bachelor,Medical,Low,Very High,Married,4285,1,Better,10
1091,29,No,Research & Development,8,Below College,Other,High,Low,Married,9715,3,Better,7
1092,33,No,Research & Development,25,Bachelor,Life Sciences,Very High,Medium,Single,4320,1,Better,5
1093,45,No,Research & Development,28,Bachelor,Technical Degree,Very High,Very High,Married,2132,4,Better,5
1094,42,No,Research & Development,2,Bachelor,Life Sciences,Very High,Very High,Married,10124,2,Bad,20
1095,40,No,Sales,9,College,Medical,Low,Low,Married,5473,0,Best,8
1096,33,No,Research & Development,28,Master,Life Sciences,Medium,High,Married,5207,1,Better,15
1097,40,No,Human Resources,6,College,Medical,High,Very High,Single,16437,1,Better,21
1098,24,No,Research & Development,21,College,Technical Degree,High,Low,Divorced,2296,0,Better,1
1099,40,No,Research & Development,8,College,Life Sciences,Very High,Very High,Divorced,4069,3,Better,2
1100,45,No,Research & Development,1,Master,Technical Degree,Low,Medium,Divorced,7441,1,Better,10
1101,35,No,Sales,28,Master,Life Sciences,Medium,High,Married,2430,0,Better,5
1102,32,No,Research & Development,5,College,Life Sciences,Very High,Medium,Married,5878,3,Better,7
1103,36,No,Sales,2,Master,Life Sciences,High,Very High,Single,2644,3,Good,3
1104,48,No,Sales,16,Master,Life Sciences,High,High,Divorced,6439,8,Better,8
1105,29,No,Research & Development,9,Bachelor,Life Sciences,High,High,Married,2451,6,Good,1
1106,33,No,Sales,8,Master,Life Sciences,Low,Low,Married,6392,2,Bad,2
1107,30,Yes,Sales,1,Bachelor,Life Sciences,Medium,Low,Married,9714,1,Better,10
1108,38,No,Human Resources,10,Master,Human Resources,High,High,Married,6077,3,Better,6
1109,35,No,Research & Development,1,Bachelor,Medical,Very High,Low,Single,2450,1,Better,3
1110,30,No,Sales,29,Master,Technical Degree,High,Medium,Married,9250,3,Better,4
1111,35,Yes,Research & Development,2,Bachelor,Life Sciences,Low,Low,Divorced,2074,1,Better,1
1112,53,Yes,Research & Development,2,Doctor,Technical Degree,High,Very High,Married,10169,0,Better,33
1113,38,Yes,Research & Development,2,Bachelor,Medical,High,Medium,Married,4855,4,Better,5
1114,32,No,Research & Development,1,Master,Technical Degree,Very High,Low,Married,4087,4,Good,6
1115,48,No,Research & Development,15,Master,Other,High,Low,Married,2367,8,Good,8
1116,34,No,Research & Development,7,Master,Medical,Low,Very High,Single,2972,1,Bad,1
1117,55,No,Sales,26,Doctor,Marketing,High,Very High,Married,19586,1,Better,36
1118,34,No,Research & Development,1,Master,Life Sciences,Medium,Very High,Married,5484,9,Good,2
1119,26,No,Research & Development,3,Bachelor,Life Sciences,Low,Very High,Married,2061,1,Better,1
1120,38,No,Sales,14,Bachelor,Life Sciences,High,Medium,Married,9924,0,Better,9
1121,38,No,Sales,16,Bachelor,Life Sciences,Medium,Medium,Single,4198,2,Best,3
1122,36,No,Sales,1,Master,Life Sciences,Medium,High,Single,6815,6,Better,1
1123,29,No,Research & Development,3,Below College,Medical,Medium,Low,Single,4723,1,Better,10
1124,35,No,Research & Development,10,Master,Medical,Low,High,Single,6142,3,Better,5
1125,39,No,Sales,6,Bachelor,Medical,Very High,High,Married,8237,2,Better,7
1126,29,No,Research & Development,2,Below College,Life Sciences,Low,Very High,Divorced,8853,1,Best,6
1127,50,No,Sales,9,Bachelor,Marketing,High,High,Married,19331,4,Better,1
1128,23,No,Research & Development,10,Bachelor,Technical Degree,Very High,High,Married,2073,2,Better,2
1129,36,No,Research & Development,6,Master,Life Sciences,Low,Low,Married,5562,3,Better,3
1130,42,No,Research & Development,9,College,Other,Very High,Very High,Single,19613,8,Better,1
1131,35,No,Research & Development,28,Bachelor,Life Sciences,Medium,High,Married,3407,1,Good,10
1132,34,No,Research & Development,10,Master,Technical Degree,Very High,High,Married,5063,1,Good,8
1133,40,No,Sales,14,College,Life Sciences,Very High,Low,Married,4639,1,Better,5
1134,43,No,Research & Development,27,Bachelor,Technical Degree,Very High,Medium,Divorced,4876,5,Better,6
1135,35,No,Research & Development,7,College,Life Sciences,High,Very High,Married,2690,1,Good,1
1136,46,No,Sales,1,Master,Life Sciences,Very High,Low,Single,17567,1,Bad,26
1137,28,Yes,Research & Development,24,Bachelor,Medical,High,Medium,Married,2408,1,Better,1
1138,22,No,Research & Development,26,College,Other,Medium,High,Married,2814,1,Good,4
1139,50,No,Research & Development,20,Doctor,Medical,Medium,High,Married,11245,2,Better,30
1140,32,No,Research & Development,5,Master,Other,Medium,Very High,Married,3312,3,Better,3
1141,44,No,Research & Development,7,Bachelor,Medical,Medium,Very High,Divorced,19049,0,Good,22
1142,30,No,Research & Development,7,Bachelor,Medical,Medium,Medium,Married,2141,1,Good,6
1143,45,No,Research & Development,5,Doctor,Medical,High,Low,Single,5769,1,Better,10
1144,45,No,Sales,26,Bachelor,Marketing,Low,Low,Married,4385,1,Better,10
1145,31,No,Sales,2,Master,Other,Very High,Low,Single,5332,7,Better,5
1146,36,No,Research & Development,12,Master,Life Sciences,High,High,Married,4663,9,Better,3
1147,34,No,Research & Development,10,Master,Life Sciences,High,Very High,Divorced,4724,1,Better,9
1148,49,No,Research & Development,25,Master,Life Sciences,High,Low,Married,3211,1,Good,9
1149,39,No,Research & Development,10,Doctor,Medical,Medium,Low,Married,5377,2,Better,7
1150,27,No,Research & Development,19,Bachelor,Other,Very High,Low,Divorced,4066,1,Better,7
1151,35,No,Research & Development,18,Doctor,Life Sciences,Medium,Low,Married,5208,1,Better,16
1152,28,No,Research & Development,27,Bachelor,Medical,Medium,Low,Divorced,4877,0,Good,5
1153,21,No,Research & Development,5,Below College,Medical,High,Very High,Single,3117,1,Better,2
1154,18,Yes,Sales,3,College,Medical,Medium,Very High,Single,1569,1,Best,0
1155,47,No,Human Resources,26,Master,Life Sciences,Very High,High,Married,19658,3,Better,5
1156,39,No,Research & Development,3,College,Medical,High,High,Divorced,3069,0,Better,10
1157,40,No,Research & Development,15,Bachelor,Life Sciences,Low,High,Married,10435,1,Better,18
1158,35,No,Research & Development,8,Master,Life Sciences,High,High,Married,4148,1,Better,14
1159,37,No,Research & Development,19,Bachelor,Life Sciences,High,High,Married,5768,3,Good,4
1160,39,No,Research & Development,4,Bachelor,Medical,Low,High,Single,5042,0,Bad,9
1161,45,No,Research & Development,2,College,Other,Very High,Very High,Divorced,5770,1,Better,10
1162,38,No,Research & Development,2,College,Medical,Very High,High,Married,7756,3,Best,5
1163,35,Yes,Sales,10,Bachelor,Medical,Very High,Low,Married,10306,9,Better,13
1164,37,No,Research & Development,10,Bachelor,Medical,Medium,Medium,Married,3936,1,Bad,8
1165,40,No,Research & Development,16,Bachelor,Life Sciences,High,Very High,Single,7945,6,Good,4
1166,44,No,Human Resources,1,Doctor,Human Resources,Low,Very High,Married,5743,4,Better,10
1167,48,No,Research & Development,4,Doctor,Medical,High,Very High,Married,15202,2,Better,2
1168,35,Yes,Sales,15,College,Medical,Low,Very High,Divorced,5440,6,Good,2
1169,24,No,Research & Development,2,Below College,Technical Degree,Low,Very High,Single,3760,1,Better,6
1170,27,No,Research & Development,8,Bachelor,Medical,Medium,High,Married,3517,7,Better,3
1171,27,No,Research & Development,2,Bachelor,Medical,Very High,Very High,Single,2580,2,Good,4
1172,40,Yes,Research & Development,7,Bachelor,Life Sciences,Low,Low,Single,2166,3,Bad,4
1173,29,No,Sales,10,Bachelor,Medical,High,High,Single,5869,9,Better,5
1174,36,No,Research & Development,5,Master,Life Sciences,Medium,Low,Married,8008,4,Better,3
1175,25,No,Research & Development,2,Below College,Life Sciences,Very High,High,Divorced,5206,1,Better,7
1176,39,No,Research & Development,12,Bachelor,Medical,Very High,Medium,Married,5295,4,Better,5
1177,49,No,Research & Development,22,Master,Other,Low,Medium,Married,16413,3,Better,4
1178,50,No,Research & Development,17,Doctor,Life Sciences,Very High,Low,Divorced,13269,5,Better,14
1179,20,No,Sales,2,Bachelor,Medical,High,High,Single,2783,1,Better,2
1180,34,No,Research & Development,3,Bachelor,Life Sciences,Very High,Medium,Divorced,5433,1,Better,11
1181,36,No,Research & Development,7,Bachelor,Life Sciences,Low,Medium,Single,2013,2,Better,4
1182,49,No,Research & Development,6,Below College,Life Sciences,High,High,Married,13966,2,Better,15
1183,36,No,Research & Development,1,Master,Medical,Very High,High,Married,4374,0,Better,3
1184,36,No,Research & Development,3,College,Life Sciences,Very High,Low,Divorced,6842,6,Better,5
1185,54,No,Research & Development,22,Doctor,Medical,Medium,High,Married,17426,3,Better,10
1186,43,No,Research & Development,15,College,Life Sciences,High,High,Married,17603,1,Better,14
1187,35,Yes,Sales,12,Master,Other,Very High,Very High,Single,4581,3,Best,11
1188,38,No,Research & Development,1,Bachelor,Life Sciences,Very High,Very High,Married,4735,7,Best,13
1189,29,No,Sales,5,Bachelor,Medical,Low,Medium,Divorced,4187,1,Good,10
1190,33,No,Sales,2,Master,Medical,Very High,Very High,Divorced,5505,1,Better,6
1191,32,No,Research & Development,2,Bachelor,Medical,Very High,Medium,Divorced,5470,0,Good,9
1192,31,No,Sales,5,Master,Life Sciences,Low,Very High,Married,5476,1,Better,10
1193,49,No,Research & Development,16,Bachelor,Medical,Very High,Low,Divorced,2587,4,Good,2
1194,38,No,Research & Development,2,Bachelor,Medical,Very High,Medium,Single,2440,1,Better,4
1195,47,No,Sales,2,Master,Life Sciences,Medium,Medium,Divorced,15972,6,Better,3
1196,49,No,Research & Development,1,Bachelor,Life Sciences,High,High,Single,15379,4,Better,8
1197,41,No,Sales,23,College,Life Sciences,Very High,High,Single,7082,3,Better,2
1198,20,No,Sales,9,Below College,Life Sciences,Very High,Low,Single,2728,1,Better,2
1199,33,No,Sales,16,Bachelor,Life Sciences,High,Very High,Divorced,5368,1,Better,6
1200,36,No,Research & Development,26,Master,Life Sciences,Low,High,Married,5347,6,Good,3
1201,44,No,Human Resources,1,Bachelor,Life Sciences,High,Very High,Divorced,3195,4,Better,2
1202,23,Yes,Research & Development,8,Below College,Medical,Very High,High,Single,3989,1,Better,5
1203,38,No,Research & Development,4,College,Medical,Very High,High,Married,3306,7,Good,0
1204,53,No,Research & Development,24,Master,Medical,Medium,Very High,Married,7005,3,Better,4
1205,48,Yes,Sales,7,College,Medical,Very High,High,Married,2655,2,Better,9
1206,32,Yes,Research & Development,2,Master,Life Sciences,Very High,Medium,Single,1393,1,Better,1
1207,26,No,Research & Development,7,Bachelor,Medical,Very High,Very High,Single,2570,1,Better,7
1208,55,No,Research & Development,22,Bachelor,Technical Degree,Low,Medium,Divorced,3537,5,Better,4
1209,34,No,Research & Development,5,College,Medical,Medium,Very High,Married,3986,1,Best,15
1210,60,No,Research & Development,1,Master,Medical,High,Very High,Divorced,10883,3,Best,1
1211,33,No,Research & Development,21,Bachelor,Medical,Medium,Medium,Married,2028,1,Better,14
1212,37,No,Sales,1,Master,Medical,High,Very High,Divorced,9525,1,Good,6
1213,34,No,Research & Development,19,Bachelor,Life Sciences,Medium,Very High,Married,2929,1,Better,10
1214,23,Yes,Sales,7,Bachelor,Life Sciences,High,Very High,Divorced,2275,1,Better,3
1215,44,No,Research & Development,2,Bachelor,Life Sciences,High,Very High,Married,7879,1,Better,8
1216,35,No,Research & Development,2,Master,Medical,Low,Very High,Single,4930,0,Best,5
1217,43,No,Sales,2,Bachelor,Medical,Very High,Very High,Married,7847,1,Better,10
1218,24,No,Research & Development,9,Bachelor,Medical,High,High,Married,4401,1,Better,5
1219,41,No,Sales,6,Bachelor,Marketing,Very High,High,Single,9241,1,Better,10
1220,29,No,Research & Development,9,Master,Medical,Very High,High,Married,2974,9,Better,5
1221,36,No,Sales,2,Master,Life Sciences,High,Very High,Single,4502,3,Good,13
1222,45,No,Research & Development,1,Below College,Life Sciences,High,High,Married,10748,3,Good,23
1223,24,Yes,Human Resources,22,Below College,Human Resources,Very High,High,Married,1555,1,Better,1
1224,47,Yes,Sales,9,Bachelor,Life Sciences,High,High,Married,12936,7,Bad,23
1225,26,No,Research & Development,17,Master,Medical,Very High,High,Married,2305,1,Best,3
1226,45,No,Research & Development,28,College,Technical Degree,Very High,Medium,Single,16704,1,Better,21
1227,32,No,Research & Development,10,Bachelor,Life Sciences,Low,High,Married,3433,6,Good,5
1228,31,No,Research & Development,2,Master,Life Sciences,Medium,High,Married,3477,1,Best,5
1229,41,No,Human Resources,4,Bachelor,Human Resources,High,Medium,Married,6430,6,Better,3
1230,40,No,Research & Development,8,College,Life Sciences,Medium,Low,Married,6516,2,Better,1
1231,24,No,Research & Development,29,Below College,Medical,Medium,Low,Divorced,3907,1,Best,6
1232,46,No,Research & Development,13,Master,Life Sciences,High,Medium,Single,5562,6,Better,10
1233,35,No,Research & Development,27,Master,Life Sciences,Very High,High,Married,6883,2,Better,7
1234,30,No,Research & Development,16,Below College,Life Sciences,Medium,Very High,Married,2862,1,Good,10
1235,47,No,Sales,2,Master,Marketing,High,Medium,Married,4978,7,Bad,1
1236,46,No,Sales,2,Bachelor,Life Sciences,High,Very High,Divorced,10368,4,Good,10
1237,36,Yes,Sales,13,Doctor,Marketing,Medium,Low,Divorced,6134,5,Better,2
1238,32,Yes,Sales,1,College,Life Sciences,Low,Medium,Single,6735,6,Better,0
1239,23,No,Research & Development,4,Below College,Medical,High,Medium,Single,3295,1,Bad,3
1240,31,No,Research & Development,24,Below College,Technical Degree,Very High,Very High,Single,5238,2,Good,5
1241,39,No,Research & Development,1,Bachelor,Life Sciences,Very High,Very High,Married,6472,1,Better,9
1242,32,No,Sales,19,Bachelor,Life Sciences,Very High,High,Married,9610,3,Bad,4
1243,40,No,Sales,7,Master,Medical,Medium,Medium,Single,19833,1,Good,21
1244,45,No,Human Resources,4,Bachelor,Life Sciences,High,High,Married,9756,4,Best,5
1245,30,No,Research & Development,2,Master,Technical Degree,Very High,Low,Single,4968,0,Better,9
1246,24,No,Human Resources,10,Bachelor,Medical,Low,Very High,Married,2145,0,Better,2
1247,30,Yes,Human Resources,8,Bachelor,Human Resources,High,Very High,Divorced,2180,6,Good,4
1248,31,No,Sales,5,Bachelor,Technical Degree,Low,High,Married,8346,1,Better,5
1249,27,No,Research & Development,8,Bachelor,Medical,High,Very High,Single,3445,1,Good,6
1250,29,Yes,Sales,9,Bachelor,Marketing,Medium,Medium,Single,2760,1,Better,2
1251,29,No,Research & Development,1,Bachelor,Life Sciences,Very High,High,Single,6294,8,Best,3
1252,30,No,Sales,15,College,Marketing,High,Low,Divorced,7140,2,Better,7
1253,34,No,Research & Development,2,Master,Medical,Very High,Very High,Married,2932,0,Better,5
1254,33,No,Sales,2,Bachelor,Marketing,Very High,Medium,Single,5147,8,Good,11
1255,49,No,Sales,11,Master,Marketing,Very High,Very High,Single,4507,3,Best,5
1256,33,Yes,Sales,16,Bachelor,Life Sciences,Low,Low,Single,8564,2,Good,0
1257,38,No,Research & Development,2,College,Medical,High,Medium,Married,2468,4,Good,6
1258,31,Yes,Sales,16,Master,Marketing,Low,High,Married,8161,2,Better,1
1259,29,No,Research & Development,4,Bachelor,Technical Degree,Very High,Low,Divorced,2109,1,Better,1
1260,30,No,Research & Development,16,Bachelor,Life Sciences,High,High,Married,5294,3,Better,7
1261,32,No,Research & Development,5,Master,Technical Degree,Medium,Medium,Single,2718,2,Better,7
1262,38,No,Research & Development,18,Bachelor,Medical,Medium,Very High,Married,5811,3,Better,1
1263,43,Yes,Research & Development,17,Bachelor,Technical Degree,High,High,Married,2437,9,Better,1
1264,42,No,Research & Development,12,Bachelor,Medical,Medium,Medium,Divorced,2766,8,Good,5
1265,55,No,Research & Development,2,Bachelor,Medical,High,Low,Married,19038,8,Better,1
1266,33,No,Research & Development,4,Bachelor,Technical Degree,Very High,Medium,Divorced,3055,5,Good,9
1267,41,No,Research & Development,9,Master,Life Sciences,High,Low,Divorced,2289,1,Better,5
1268,34,No,Sales,10,Bachelor,Life Sciences,Very High,High,Divorced,4001,1,Better,15
1269,53,No,Research & Development,1,Master,Medical,Low,High,Married,12965,4,Good,3
1270,43,No,Human Resources,2,Bachelor,Life Sciences,Medium,Very High,Single,3539,0,Better,9
